dossier_id,doc_type,version,text
ocr_like_bdc_00022,bdc,v1,"BON DE COMMANDE -060 N°: BDC-2026-0921 Raymond Date signature: 22/03/2026 chemin Lemoine, 86702 Courtois-sur-Guyot SIRET: 16625382854614 IBAN: FR6877872937576914897394178 Facturer à : Munoz 55, avenue Catherine Duhamel, 65607 Barbier-les-Bains SIRET: 26316561754031 Paiement à 30 jours. IBAN: FR6877872937576914897394178 Merci de votre confiance."
ocr_like_bdc_00023,bdc,v1,"BON DE COMMANDE LOGO Thierry N°: BDC- 2026- 4273 boulevard Marion, 83367 Saint Margaret- la- Forêt Date signature: 22/03/2026 SIRET: 62771349899974 IBAN: FR854146034l801450428620278 Facturer à : Bouchet SA rue de Mahe, 51215 Chauvet SIRET: 75127552789244 Paiement à 30 jours. IBAN: FR8541460341801450428620278 Merci de votre confiance."
ocr_like_bdc_00024,bdc,v1,"BON DE COMMANDE LOGO Pelletier Bernier SA N°: BDC-2026- 1384 99, rue de Barre, 78215 Bouvet- sur- Roy Date signature: 22/03/2026 SIRET: 57829063613247 IBAN: FR7496581255736306505039819 Facturer à : Gérard 67, rue de Cohen, 93478 Ramos- la- Forêt SIRET: 1866834004 7576 Paiement à 30 jours. IBAN: FR7496581255736306505039819 Merci de votre confiance."
ocr_like_bdc_00025,bdc,v1,"LOGO Andre et Fils 56, boulevard Léon Pierre, 61755 Saint Manon BO N D E CO M MAN D E SIRET: 87872483902507 N°: BDC-2026-9750 IBAN: FR9717640295770l93691312279 Date signature: 22/03/2026 Facturer à : Garci 5, chemin de Lombard, 73604 Sainte Grégoirenec SIRET: 65113779889184 Paiement à 30 jours. IBAN: FR9717640295770193691312279 Merci de
votre confiance."
ocr_like_bdc_00026,bdc,v1,"BON DE COMMANDE LOGO Colin N°: BDC- 2026-8985 582, boulevard de Bodin, 59608 Didier Date signature: 22/03/2026 SIRET: 79498310246565 IBAN: FRb914309481270119384950927 Facturer à : Brunel Fabre S.A. 848, chemin de Seguin, 11138 Maréchal SIRET: 47173166468616 Paiement à 3o jours. IBAN: FR8914309481270119384950927 Merci de otre confiance."
ocr_like_bdc_00027,bdc,v1,"BON DE COMMANDE 060 N°: BDC-2026-3511 Pinto SARL Date signature: 22/03/2026 461, avenue Susan Perret, 32226 Bailly SIRET: 85095340104566 IBAN: FR2320673214528798951997303 Facturer à : Valentin 85, avenue de Baudry, 87614 Saint Jacqueline-la-Forêt SIRET: 45086207612606 Paiement à 30 jours. IBAN: FR2320673214528798951997303 Merci de votre c o n f i a n c e."
ocr_like_bdc_00028,bdc,v1,"BON DE COMMANDE LOGO Hebert N°: BDC-2026-4964 52, avenue de Gonzalez, 08417 Rolland Date signature: 22/03/2026 SIRET: 90652645460715 IBAN: FR0440917300657521506719964 Fcturer à : Bodin 2, rue Paulette Delattre, 26497 Pires-la-Forêt SIRET: 92004958070213 Paiement à 30 jours. IBAN: FR0440917300657521506719964 Merci de votre confiance."
ocr_like_bdc_00029,bdc,v1,"BON DE COMMANDE LOGO Thierry N°: BDC-2026-4273 boulevard Marion, 83367 Saint Margaret-la-Forêt Date signature: 22/03/2026 SIRET: 62771349899974 IBAN: FR8541460341801450428620278 Facturer à : Bouchet SA rue de Mahe, 51215 Chauvet SIRET: 75127552789244 Paiement à 30 jours. IBAN: FR8541460341801450428620278 Merci de votre confiance."
ocr_like_bdc_00030,bdc,v1,"BON DE COMMANDE -060 N°: BDC-2026-8642 Gomez Date signature: 22/03/2026 39, rue Fouquet, 01980 Carre SIRET: 48200445472547 IBAN: FR9585280273240247793133440 Facturer à : Potier chemin de Hubert, 97338 DevauxVille SIRET: 00963008720446 Paiement à 30 jours. IBAN: FR9585280273240247793133440 Merci de v0tre confiance."
ocr_like_bdc_00031,bdc,v1,"BON DE COMMANDE LOGO Albert et Fils N°: BDC-2026- 4329 62, boulevard Alexandre Vasseur, 68414 Carre Date signature: 22/03/2026 SIRET: 24162957296209 IBAN: FR1749875724462257604333863 Facturer à : Barbier Chartier SARL 18, avenue de Laporte, 04229 Guillou SIRET: 62878701301405 Paiement à 30 jours. IBAN: FR1749875724462257604333863 Merci de votre confiance."
ocr_like_bdc_00032,bdc,v1,"LOGO Valentin 68, rue Rocher, 97417 Saint Pauline BO N D E CO M MAN D E SIRET: 65442451963353 N°: BDC-2026-7269 IBAN: FR9172281152706603642678102 Date signature: 22/03/2026 Facturer à : Gay 88, rue Alix Pasquier, 48506 Salmon SIRET: 86139722323793 Paiement à 30 jours. IBAN: FR9172281152706603642678102 Merci de votre confiance."
ocr_like_bdc_00033,bdc,v1,"LOGO Guillot 27, rue Riou, 75372 Lacroix BO N D E CO M MAN D E SIRET: 91939118390572 N°: BDC-2026-6301 IBAN: FR4918757299110160992271795 Date signature: 22/03/2026 Facturer à : Baron et Fils 241, rue Lenoir, 62927 Bodin-su-Mer SIRET: 28343887944875 Paiement à 30 jours. IBAN: FR4918757299110160992271795 Merci de votre confiance."
ocr_like_bdc_00034,bdc,v1,"BON DE COMMANDE 060 N°: BDC-2026-2653 Le Roux Date signature: 22/03/2026 533, rue Joséphine Martin, 94307 Langlois SIRET: 21235918594588 IBAN: F6842608554495759030932904 Facturer à : Legendre 86, a v e n u e de Lévêque, 67546 Gérard-la-Forêt SIRET: 55462961715410 Paiement à 30 jours. IBAN: FR6842608554495759030932904 Merci de votre confiance."
ocr_like_bdc_00035,bdc,v1,"LOGO Gosselin Dumas S.A. 40, avenue de Boutin, 83411 Riou BON DE COMMANDE SIRET: 22260448164349 N°: BDC- 2026- 1271 IBAN: FR1626558761874305088351496 Date signature: 22/03/2026 Facturer à : Ledoux 6, avenue Denis Brunet, 90580 Sainte Louis SIRET: 59555948420123 Paiement à 30 jours. IBA: FR1626558761874305088351496 Merci de votre confiance."
ocr_like_bdc_00036,bdc,v1,"LOGO Lebon Lesage S.A.R.L. 6, rue de Huet, 77690 RossiBourg BO N D E CO M MAN D E SIRET: 01697517442829 N°: BC-2026-3204 IBAN: FR3139491482985440853284832 Date signature: 22/03/2026 Facturer à : Noël 95, rue Devaux, 77395 Boutin-la-Forêt SIRET: 47009863213211 Paiement à 30 jours. IBAN: FR3139491482985440853284832 Merci de votre confiance."
ocr_like_bdc_00037,bdc,v1,"LOGO Buisson Faivre S.A. 575, a v e n u e de Dupont, 58439 Saint Claudinedan BO N D E CO M MAN D E SIRET: 08214657832367 N°: BDC-2026-5059 IBAN: FR4854706920657414869069207 Date signature: 22/03/2026 Facturer à : Morvan 8, chemin Margaud Gosselin, 92183 Brun-sur-Lagarde SIRET: 29328869954538 Paiement à 30 jours. IBAN: FRA854706920657414869069207 Merci de votr confiance."
ocr_like_bdc_00038,bdc,v1,"LOGO Samson SARL 8, rue Peltier, 08718 LejeuneVille BO N D E CO M MAN D E SIRET: 50206334280550 N°: BDC-2026-0602 IBAN: FR3542043504471240884494870 Date signature: 22/03/2026 Facturer à: Boyer 84, rue Christophe Boulanger, 48125 Renaultnec SIRET: 18932932585579 Paiement à 30 jours. IBAN: FR354204350447124088449487o Merci de votre confiance"
ocr_like_bdc_00039,bdc,v1,"BON DE COMMANDE LOGO Hebert Germain SARL N°: BDC- 2026- 4507 4, rue Valette, 77348 Saint DorothéeBourg Date signature: 22/03/2o26 SIRET: 57854242987801 IBAN: FR3673182535029651774168067 Facturer à : Dpont 538, chemin Brunel, 51781Sainte Sabine- sur- Mer SIRET: 73606747485863 Paiement à 30 jours. IBAN: FR3673182535029651774168067 erci de votre c o n f i a n c e."
ocr_like_bdc_00040,bdc,v1,"LOGO Dumas 8, rue Weber, 30831 Becker- la- Forêt B O N D E CO M MAN D E SIRET: 62037355858073 N°: BDC- 2026- 8241 IBAN: FR4225795856212203451248069 Date signature: 22/03/2026 Facturer à : Guibert et Fils 95, rue Hortense Voisin, 49220 Courtois SIRET: 77545576450682 Paiement à 30 jours. IBAN: FR4225795856212203451248069 Merci de votre confiance."
ocr_like_bdc_00041,bdc,v1,"LOGO Jacques 55, chemin Adam, 68843 Gaudin- sur- Thibault BO N D E CO M MAN D E SIRET: 313l2922343829 N°: BDC- 226- 3247 IBAN: FRl082670179772191445094576 Date signature: 22/03/2026 Facturer à : Leroy S.A.S. ue Christiane Benard, 14414 Bourdon SIRET: 10023183601216 Paiement à 30 jours. IBAN: FR1082670179772191445094576 Merci de votre confiance."
ocr_like_bdc_00042,bdc,v1,"BON DE COMMANDE LOGO Seguin N°: BDC-2026-
0914 85, chemin de Poirier, 80174 AlvesBourg Dat signature: 22/03/2026 SIRET: 10515078706969 IBAN: FR5803138336446159219452938 Facturer à : Leleu 7, boulevard Mathilde Peron, 24112 Saint Laure- les- Bains SIRET: 6b477652735861 Paiement à 30 jours. IBAN: FR5803138336446159219452938 Merci de votre confiance."
ocr_like_bdc_00043,bdc,v1,"BON DE COMMANDE -060 N°: BDC-2026-7750 Potier Date signature: 22/03/2026 8, rue Aurore Renault, 20321 Ribeironec SIRET: 11570611625884 IBAN: FR8966995241641349682278365 Facturer à : Bazin Boyer et Fils 16, chemin Alphonse Gros, 10320 Seguin-sur-Mer SIRET: 85290285783642 Paiement à 30 jours. IBAN: FR8966995241641349682278365 Merci de votre confiance."
ocr_like_bdc_00044,bdc,v1,"BON DE COMMANDE LOGO Toussaint C0sta S.A. N°: BDC- 2026- 0078 72, rue Benoit, 79155 Hoarau Date signature: 22/03/2026 SIRET: 56834549781893 IBAN: FR8088705006187429222406360 Facturer à : Tessier SA 45, boulevard de Berthelot, 13229 Valentin SIRET: 46815808479188 Paiement à 30 jours. IBA: FR8088705006187429222406360 Merci de votre confiance."
ocr_like_bdc_00045,bdc,v1,"LOO Maury Coste SA 56, rue de Auger, o3470 Saint C1émence-sur-Mer B O N D E CO M MAN D E SIRET: 07042293522273 N°: BDC-2026-3279 IBAN: FR0636633791297791143600522 Date signature: 22/03/2026 Facturer à : Raymond 11, avenue Daniel, 77879 Chrétien SIRET: 54520163406669 Paiement à 3o jours. IBAN: FR0636633791297791143600522 Merci de votre confiance."
ocr_like_bdc_00046,bdc,v1,"BON DE COMMANDE LOGO Germain et Fils N°: BDC-2026-1856 55, chemin de Rol1and,
78381 Germain Date signature: 22/03/2026 SIRET: 57153289714913 IBAN: FR3212148493992405018215306 Facturer à : Mathieu S.A.R.L. 434, rue Céline Petitjean, 92157 Maury SIRET: 57421477691716 Paiement à 30
jours. IBAN: FR32l2148493992405018215306 Merci de votre
confiance."
ocr_like_bdc_00047,bdc,v1,"LOGO Vallée 56, rue de Delannoy, 01s31 Lebretonnec BO N D E CO M MAN D E SIRET: 25669582248652 N°: BDC-2026-3539 IBAN: FR0216391318753398112063220 Datesignature: 22/03/2026 Facturer à : Deschamps Mendès S.A.S. 187, chemin de Fischer, 86966 Moreau-la-Forêt SIRET: 43334634318923 Paiement à 30 jours. IBAN: FR021639131875339812063220 Merci de votre confiance."
ocr_like_bdc_00048,bdc,v1,"BON DE COMMANDE - 060 N°: BDC- 2026- 1538 Vaillant Lemonnier et Fils Date signature: 22/03/2o26 423, avenue Camille Thierry, 22615 Weberdan SIRET: 58211198600528 IBAN: FR9981194271176882306462506 Facturer à : Dupuy S.A.S. 49, boulevard de Turpin, 70668 Louis SIRET: 48695979195970 Paiement à 30 jours. IBAN: FR9981194271176882306462506 Merci de votre confiance."
ocr_like_bdc_00049,bdc,v1,"BON DE COMMANDE LOGO Michaud S.A. N°: BDC-2026- 6508 51, rue Delahaye, 3l491 Grégoire Date s i g n a t u r e: 22/03/2026 SIRET: 84221841477776 IBAN: FR6370090918183201613289086 Facturer à : Martins et Fils 85, rue de Legros, 97376 Saint Olivie SIRET: 29507651360774 Paiement à 30 jours. IBAN: FR637009018183201613289086 Meri de votre confiance."
ocr_like_bdc_00050,bdc,v1,"LOGO Marion S.A. 41, avenue Marcelle Barbe, 54241 Led0uxBourg BO N D E CO M MAN D E SIRET: 17976990370158 N°: BDC-2026- 4791 IBAN: FR8391015011460416286365436 Date signature: 22/03/2026 Facturer à : Klein 6, boulevard Zacharie Voisin, 21646 Vasseurnec SIRET: 76978224l93876 Paiement à 3 jours. IBAN: FR8391015011460416286365436 Merci de votre confiance."
ocr_like_bdc_00051,bdc,v1,"BON DE COMMANDE -060 N°: BDC-2026-7038 Bailly Laurent et Fils Date signature: 22/03/2026 676, rue Léon Turpin, 65407 Pruvostdan SIRET: 35596842536191 IBAN: FR6945659518272056758506262 Facturer à : Maillot SA 66, chemin de Ferreira, 57195 Barthelemy SIRET: 31241532276248 Paiement à 30 jours. IBAN: FR695659518272056758506262 Merci de votre confiance."
ocr_like_bdc_00052,bdc,v1,"BON DE COMMANDE LOGO Olivier N°: BDC- 2026- 2735 56, boulevard Paulette Maillot, 74147 Sainte Hélène Date signature: 22/03/2026 SIRET: 97933893836228 IBAN: FR6754926129975651945762090 Facturer à : Launay SA 92, rue Jacques Samson, 75853 Riou SIRET: 15383766830353 Paiement à 30 jours. IBAN: FR675492612997565194576209o Merci de votre confiance."
ocr_like_bdc_00053,bdc,v1,"BON DE COMMANDE LOGO Albert et Fils N°: BDC-2026-4329 62, boulevard Alexandre Vasseur, 68414 Carre Date signature: 22/03/2026 SIRET: 24162957296209 IBAN: FR1749875724462257604333863 Facturer à : Barbier Chartier SARL 18, avenue de Laporte, 04229 Guillou SIRET: 2878701301405 Paiement à 30 jours. IBAN: FR1749875724462257604333863 Merci de votre coniance."
ocr_like_bdc_00054,bdc,v1,"BON DE COMMANDE LOGO Morvan S.A.R.L. N°: BDC-2026-7289 790, chemin de Leleu, 46561 Goncalves-les-Bains Date signature: 22/03/2026 SIRET: 20685248218457 IBAN: FR2097937376397580061233879 Facturer à : Lemonnier SA 25, rue de Vaillant, 97371 Sainte Andrée SIRET: 9746806642805 Paiement à 30 jours. IBAN: FR2097937376397580061233879 Merci de votre confiance."
ocr_like_bdc_00055,bdc,v1,"BON DE COMMANDE - 06o N°: BDC- 2026-3518 Roussel Date signature: 22/03/2026 15, boulevard de Moulin, 18672 F0ucherVille SIRET: 81351359s05938 IBAN: FR7702239639896697675206983 Facturer à : Moulin S.A.S. 9, avenue Thibaut Lacroix, 80467 Saint Alice- sur- Mer SIRET: 26767270208455 Paiement à 30 jours. IBAN: FR7702239639896697675206983 Merci de votre confiance."
ocr_like_bdc_00056,bdc,v1,"LOGO Regnier 32, rue Dupré, 90642 Grenier BO N D E CO M MAN D E SIRET: 86251058460982 N°: BDC-2026- 2277 IBAN: FR4483511635358178910202348 Date signature: 22/03/2026 Facturer à : Coulon 48, avenue de Grenier, 14984 Sainte Paul- sur- Mer SIRET: 29071313721388 Paiement à 30 jours. IBAN: FR4483511635358178910202348 Merci de votre confiance."
ocr_like_bdc_00057,bdc,v1,"BON DE COMMANDE -060 N°: BDC-2026-5230 Chevalier S.A. Date signature: 22/03/2026 rue Denise Laroche, 56942 Lefort SIRET: 36976756714504 IBAN: FR6245859966032160879996819 Facturer à : Chrétien Lesage et Fils 85, avenue Delattre, 53752 Loiseau SIRET: 76175042261975 Paiement à 30 jours. IBAN: FR6245859966032160879996819 Merci de votre confiance."
ocr_like_bdc_00058,bdc,v1,"LOGO Hervé rue Hebert, 39533 Godard BO N D E CO M MAN D E SIRET: 81427159429677 N°: BDC-2026-7379 IBAN: FRO729602097932838465280438 ate signature: 22/03/2026 Facturer à : Robin SA 40, rue Faure, 76538 GrégoireBourg SIRET: 31858480996784 Paement à 30 jours. IBAN: FRO729602097932838465280438 Merci de votre confiance."
ocr_like_bdc_00059,bdc,v1,"BON DE COMMANDE Los0 N°: BDC- 2026- 5065 Dupuis Date signature: 22/03/2026 61, chemin Martins, 53290 Saint Philippe-les- Bains SIRET: 93007957405582 IBAN: FR7947873493486049710805254 Facturer à : Riou Perret S.A.S. 85, chemin de Cousin, 27104 Daniel- sur- Normand SIRET: 64577989428558 Paiement à 30 jours. IBAN: FR79478734934860497 10805254 Merci de v o t r e confiance."
ocr_like_bdc_00060,bdc,v1,"BON DE COMMANDE 1060 N°: BDC-2026-8296 Dupre Didier S.A.R.L. Date signature: 22/o3/2026 18, chemin Alves, 65773 Rodriguez-la-Forêt SIRET: 55391587752771 IBAN: FR3503877172220438845845252 Facturer à : Martel boulevard Christelle Langlois, 11543 FleuryBourg SIRET: 71792172460679 Paiement à 30 jours. IBAN: FR3503877172220438845845252 Merci de votre confiance."
ocr_like_bdc_00061,bdc,v1,"BON DE COMMANDE LOGO Daniel S.A.R.L. N°: BDC-2026-8050 13, rue Hubert, 05839 Denis Date signature: 07/03/2026 SIRET: 29770668943053 IBAN: FR9434286837319779843363283 Facturer à : Bouchet S.A.S. 975, chemin Adrienne Gillet, 23513 Pierre SIRET: 16239179684406 Paiement à 30 jours. IBAN: FR9434286837319779843363283 Merci de votre c o n f i a n c e."
ocr_like_bdc_00062,bdc,v1,"BON DE COMMANDE LOGO Robin SARL N°: BDC-2026-3189 8, avenue Inès Perret, 69304 Blanchetboeuf Date signature: 22/03/2026 SIRET: 63390070743380 IBAN: FR1431603443254059409249301 Facturer à : Martinez avenue Ollivier, 60519 Saint Jérôme SIRET: 77472909629730 Paiement à 30 jours. IBAN: FR1431603443254059409249301 Merci de votre confiance."
ocr_like_bdc_00063,bdc,v1,"BON DE COMMANDE Los0 N°: BDC-2026-3285 Torres SARL Date signature: 22/03/2026 54, rue de Laurent, 06178 Saint Michèleboeuf SIRET: 4801l865923147 IBAN: FR5801483314166l83183734474 Facturer à : Gaillard S.A.R.L. 336, boulevard Christelle Fouquet, 68932 Saint GilbertVille SIRET: 84703144917158 Paiement à 30 jours. IBAN: FR5801483314166183183734474 Merci de votre confiance."
ocr_like_bdc_00064,bdc,v1,"LOGO
Marechal Carlier et Fils 3, rue Benard, 71489 Sainte Eugène- sur- Mer BO N D E CO M MAN D E SIRET: 10008892669543 N°: BDC- 2026- 3775 IBAN: FR8256262180348715768224109 Date signature: 
07/03/2026 Facturer à : Étienne 76, avenue de Dijoux, 28802
Texier SIRET: 82510431438638 Paiement à 30 jours. IBAN: FR8256262180348715768224109 Merci de votre confiance."
ocr_like_bdc_00065,bdc,v1,"LOGO Fischer Aubert et Fils 32, avenue de Giraud, 45321 Traoreboeuf BO N D E CO M MAN D E SIRET: 54017895349351 N°: BDC-2026-0295 IBAN: FR2882523317052076876924517 Date signature: 22/03/2026 Facturer à : Perrot 69, rue Grenier, 20929 Dupré-la-Forêt SIRET: 50926332061647 Paiement 30 jours. IBAN: FR288252331705207687692457 Merci de votre confiance."
ocr_like_bdc_00066,bdc,v1,"LOGO Clerc rue de Raynaud, 29824 Martineau BO N D E CO M MAN D E SIRET: 91653342838422 N°: BDC-2026-6467 IBAN: FR4814005840593682409770964 Date signature: 07/03/2026 Facturer à : Mendès Garnier S.A. rue Marc Ribeiro, 61779 Ruiz-sur-Maurice SIRET: 80807008881407 Paiement à 30 jours. IBAN: FR4814005840593682409770964 Merci de votre confiance."
